_id,abilities,collect_from,collection,collection_geoloc,company,deliver_by,delivery,delivery_geoloc,id,info,inputItemEventDate,item_name,job_id,list_of_vehicle_type,load_size,maxDate,minDate,nb_of_items_on_job,nb_of_vehicles,order_no,platform,platformKey,requested_by,scenarioKey,task_info,vessel,vesselArrivalEventDate,vesselArrivalEventId,vesselDepartureEventDate,vesselDepartureEventId,vesselLoadEventDate,vesselLoadEventId,vesselUnloadEventDate,vesselUnloadEventId,startLocId,endLocId,isOutbound,vesselId,isOnSpotVessel
ObjectId(59cd25c93ad3963c706ee3b1),,Sat Aug 27 2016 09:00:00 GMT+0100 (GMT),"Odfjell, Crawpeel Rd Altens","-2.084740199999942,57.1138775",Shell,Sat Aug 27 2016 12:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",1,,2017-09-24T23:00:00.000Z,1 x 22' Elevator Link,1002272,Artic,0.1111111111111111,2017-09-30T08:12:32.000Z,2017-09-24T23:00:00.000Z,9,3,Shipping,MUNGO,u2CfngKTDDbxE7BXW,Shipping 470937,4cus6wt5ojQmn5G3Y,Noble Hans Duel - Geoff McRobbie,M7uTXtfbBz7rBhgGa,2017-09-30T08:12:32.000Z,59cd25c83ad3963c706ee3a4,2017-09-25T14:50:00.000Z,59cd25c83ad3963c706ee393,2017-09-25T08:50:00.000Z,59cd25c83ad3963c706ee389,2017-09-30T08:12:32.000Z,59cd25c93ad3963c706ee3ae,1,203,true,1,true
ObjectId(59cd25c93ad3963c706ee3b2),,Sat Aug 27 2016 09:00:00 GMT+0100 (GMT),"Odfjell, Crawpeel Rd Altens","-2.084740199999942,57.1138775",Shell,Sat Aug 27 2016 12:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",2,,2017-09-24T23:00:00.000Z,"1 x 12' Basket (FB-3,7-267)",1002272,Artic,0.1111111111111111,2017-09-30T08:12:32.000Z,2017-09-24T23:00:00.000Z,9,3,Shipping,MUNGO,u2CfngKTDDbxE7BXW,Shipping 470937,4cus6wt5ojQmn5G3Y,Noble Hans Duel - Geoff McRobbie,M7uTXtfbBz7rBhgGa,2017-09-30T08:12:32.000Z,59cd25c83ad3963c706ee3a4,2017-09-25T14:50:00.000Z,59cd25c83ad3963c706ee393,2017-09-25T08:50:00.000Z,59cd25c83ad3963c706ee389,2017-09-30T08:12:32.000Z,59cd25c93ad3963c706ee3ae,1,203,true,1,true
ObjectId(59cd25c93ad3963c706ee3b3),,Sat Aug 27 2016 09:00:00 GMT+0100 (GMT),"Odfjell, Crawpeel Rd Altens","-2.084740199999942,57.1138775",Shell,Sat Aug 27 2016 12:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",3,,2017-09-24T23:00:00.000Z,"1 x 12' Basket (FB-3,7-258)",1002272,Artic,0.1111111111111111,2017-09-30T08:12:32.000Z,2017-09-24T23:00:00.000Z,9,3,Shipping,MUNGO,u2CfngKTDDbxE7BXW,Shipping 470937,4cus6wt5ojQmn5G3Y,Noble Hans Duel - Geoff McRobbie,M7uTXtfbBz7rBhgGa,2017-09-30T08:12:32.000Z,59cd25c83ad3963c706ee3a4,2017-09-25T14:50:00.000Z,59cd25c83ad3963c706ee393,2017-09-25T08:50:00.000Z,59cd25c83ad3963c706ee389,2017-09-30T08:12:32.000Z,59cd25c93ad3963c706ee3ae,1,203,true,1,true
ObjectId(59cd25c93ad3963c706ee3b4),,Sat Aug 27 2016 09:00:00 GMT+0100 (GMT),"Odfjell, Crawpeel Rd Altens","-2.084740199999942,57.1138775",Shell,Sat Aug 27 2016 12:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",4,,2017-09-24T23:00:00.000Z,1 x 11' Open Top (OT-11-069),1002272,Artic,0.1111111111111111,2017-09-30T05:00:00.000Z,2017-09-24T23:00:00.000Z,9,3,Shipping,MUNGO,u2CfngKTDDbxE7BXW,Shipping 470937,4cus6wt5ojQmn5G3Y,Noble Hans Duel - Geoff McRobbie,Kuqr5iN5abrbghCeW,2017-09-30T03:25:00.000Z,59cd25c83ad3963c706ee37f,2017-09-25T08:50:00.000Z,59cd25c83ad3963c706ee374,2017-09-25T05:00:00.000Z,59cd25c83ad3963c706ee36d,2017-09-30T05:00:00.000Z,59cd25c83ad3963c706ee386,1,203,true,17,true
ObjectId(59cd25c93ad3963c706ee3b5),,Sat Aug 27 2016 09:00:00 GMT+0100 (GMT),"Odfjell, Crawpeel Rd Altens","-2.084740199999942,57.1138775",Shell,Sat Aug 27 2016 12:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",5,,2017-09-24T23:00:00.000Z,1 x Mini (62362),1002272,Artic,0.1111111111111111,2017-09-30T05:00:00.000Z,2017-09-24T23:00:00.000Z,9,3,Shipping,MUNGO,u2CfngKTDDbxE7BXW,Shipping 470937,4cus6wt5ojQmn5G3Y,Noble Hans Duel - Geoff McRobbie,Kuqr5iN5abrbghCeW,2017-09-30T03:25:00.000Z,59cd25c83ad3963c706ee37f,2017-09-25T08:50:00.000Z,59cd25c83ad3963c706ee374,2017-09-25T05:00:00.000Z,59cd25c83ad3963c706ee36d,2017-09-30T05:00:00.000Z,59cd25c83ad3963c706ee386,1,203,true,17,true
ObjectId(59cd25c93ad3963c706ee3b6),,Wed Aug 24 2016 09:00:00 GMT+0100 (GMT),"Swire East, Altens","-2.0642709732055664,57.11734815677611",BP,Wed Aug 24 2016 13:00:00 GMT+0100 (GMT),"ASCO, Albert Quay BP","-2.0829927921295166,57.14157764477307",6,,2017-09-24T23:00:00.000Z,1 x Shelved Mini,1001662,Artic,0.09090909090909091,2017-09-30T08:12:32.000Z,2017-09-24T23:00:00.000Z,11,2,CCU,MUNGO,u2CfngKTDDbxE7BXW,Ron Hutchison,4cus6wt5ojQmn5G3Y,ASCO - BP Clair,M7uTXtfbBz7rBhgGa,2017-09-30T08:12:32.000Z,59cd25c83ad3963c706ee3a4,2017-09-25T14:50:00.000Z,59cd25c83ad3963c706ee393,2017-09-25T08:50:00.000Z,59cd25c83ad3963c706ee389,2017-09-30T08:12:32.000Z,59cd25c93ad3963c706ee3ae,1,203,true,1,true
ObjectId(59cd25c93ad3963c706ee3b7),,Wed Aug 24 2016 09:00:00 GMT+0100 (GMT),"Swire East, Altens","-2.0642709732055664,57.11734815677611",BP,Wed Aug 24 2016 13:00:00 GMT+0100 (GMT),"ASCO, Albert Quay BP","-2.0829927921295166,57.14157764477307",7,,2017-09-24T23:00:00.000Z,1 x Shelved Mini,1001662,Artic,0.09090909090909091,2017-09-30T08:12:32.000Z,2017-09-24T23:00:00.000Z,11,2,CCU,MUNGO,u2CfngKTDDbxE7BXW,Ron Hutchison,4cus6wt5ojQmn5G3Y,ASCO - BP Clair,M7uTXtfbBz7rBhgGa,2017-09-30T08:12:32.000Z,59cd25c83ad3963c706ee3a4,2017-09-25T14:50:00.000Z,59cd25c83ad3963c706ee393,2017-09-25T08:50:00.000Z,59cd25c83ad3963c706ee389,2017-09-30T08:12:32.000Z,59cd25c93ad3963c706ee3ae,1,203,true,1,true
ObjectId(59cd25c93ad3963c706ee3b8),,Wed Aug 24 2016 09:00:00 GMT+0100 (GMT),"Swire East, Altens","-2.0642709732055664,57.11734815677611",BP,Wed Aug 24 2016 13:00:00 GMT+0100 (GMT),"ASCO, Albert Quay BP","-2.0829927921295166,57.14157764477307",8,,2017-09-24T23:00:00.000Z,1 x Shelved Mini,1001662,Artic,0.09090909090909091,2017-09-30T05:00:00.000Z,2017-09-24T23:00:00.000Z,11,2,CCU,MUNGO,u2CfngKTDDbxE7BXW,Ron Hutchison,4cus6wt5ojQmn5G3Y,ASCO - BP Clair,Kuqr5iN5abrbghCeW,2017-09-30T03:25:00.000Z,59cd25c83ad3963c706ee37f,2017-09-25T08:50:00.000Z,59cd25c83ad3963c706ee374,2017-09-25T05:00:00.000Z,59cd25c83ad3963c706ee36d,2017-09-30T05:00:00.000Z,59cd25c83ad3963c706ee386,1,203,true,17,true
ObjectId(59cd25c93ad3963c706ee3b9),,Wed Aug 24 2016 09:00:00 GMT+0100 (GMT),"Swire East, Altens","-2.0642709732055664,57.11734815677611",BP,Wed Aug 24 2016 13:00:00 GMT+0100 (GMT),"ASCO, Albert Quay BP","-2.0829927921295166,57.14157764477307",9,,2017-09-24T23:00:00.000Z,1 x Shelved Mini,1001662,Artic,0.09090909090909091,2017-09-30T05:00:00.000Z,2017-09-24T23:00:00.000Z,11,2,CCU,MUNGO,u2CfngKTDDbxE7BXW,Ron Hutchison,4cus6wt5ojQmn5G3Y,ASCO - BP Clair,Kuqr5iN5abrbghCeW,2017-09-30T03:25:00.000Z,59cd25c83ad3963c706ee37f,2017-09-25T08:50:00.000Z,59cd25c83ad3963c706ee374,2017-09-25T05:00:00.000Z,59cd25c83ad3963c706ee36d,2017-09-30T05:00:00.000Z,59cd25c83ad3963c706ee386,1,203,true,17,true
ObjectId(59cd25c93ad3963c706ee3ba),,Wed Aug 24 2016 09:00:00 GMT+0100 (GMT),"Swire East, Altens","-2.0642709732055664,57.11734815677611",BP,Wed Aug 24 2016 13:00:00 GMT+0100 (GMT),"ASCO, Albert Quay BP","-2.0829927921295166,57.14157764477307",10,,2017-09-24T23:00:00.000Z,1 x Shelved Mini,1001662,Artic,0.09090909090909091,2017-09-30T08:12:32.000Z,2017-09-24T23:00:00.000Z,11,2,CCU,MUNGO,u2CfngKTDDbxE7BXW,Ron Hutchison,4cus6wt5ojQmn5G3Y,ASCO - BP Clair,M7uTXtfbBz7rBhgGa,2017-09-30T08:12:32.000Z,59cd25c83ad3963c706ee3a4,2017-09-25T14:50:00.000Z,59cd25c83ad3963c706ee393,2017-09-25T08:50:00.000Z,59cd25c83ad3963c706ee389,2017-09-30T08:12:32.000Z,59cd25c93ad3963c706ee3ae,1,203,true,1,true
ObjectId(59cd25c93ad3963c706ee3bb),COR # MISC # GAS # SOL # OX # LIQ # INF,Mon Aug 22 2016 10:00:00 GMT+0100 (GMT),"Harran, Souterhead Road,Altens","-2.082431100000008,57.1101158",Shell,Mon Aug 22 2016 19:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",11,,2017-09-24T23:00:00.000Z,SW - 1 x Helifuel (SAT652),1001232,Artic,0.5,2017-09-30T08:12:32.000Z,2017-09-24T23:00:00.000Z,2,1,,MUNGO,u2CfngKTDDbxE7BXW,Shipping 470937,4cus6wt5ojQmn5G3Y,Curlew & Shearwater - Sandra,M7uTXtfbBz7rBhgGa,2017-09-30T08:12:32.000Z,59cd25c83ad3963c706ee3a4,2017-09-25T14:50:00.000Z,59cd25c83ad3963c706ee393,2017-09-25T08:50:00.000Z,59cd25c83ad3963c706ee389,2017-09-30T08:12:32.000Z,59cd25c93ad3963c706ee3ae,1,203,true,1,true
ObjectId(59cd25c93ad3963c706ee3bc),COR # MISC # GAS # SOL # OX # LIQ # INF,Mon Aug 22 2016 10:00:00 GMT+0100 (GMT),"Baker Petrolite, Howemoss Ave, Dyce","-2.1901880000000347,57.203514",Shell,Mon Aug 22 2016 19:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",12,,2017-09-24T23:00:00.000Z,1 x DMO86761 (STM224),1001241,5 Tonner,1,2017-09-30T08:12:32.000Z,2017-09-24T23:00:00.000Z,1,1,,MUNGO,u2CfngKTDDbxE7BXW,Shipping 470937,4cus6wt5ojQmn5G3Y,Shearwater - Colin Reid,M7uTXtfbBz7rBhgGa,2017-09-30T08:12:32.000Z,59cd25c83ad3963c706ee3a4,2017-09-25T14:50:00.000Z,59cd25c83ad3963c706ee393,2017-09-25T08:50:00.000Z,59cd25c83ad3963c706ee389,2017-09-30T08:12:32.000Z,59cd25c93ad3963c706ee3ae,1,203,true,1,true
ObjectId(59cd25c93ad3963c706ee3bd),COR # MISC # GAS # SOL # OX # LIQ # INF,Mon Aug 22 2016 10:00:00 GMT+0100 (GMT),"Stork, Pitmedden Road, Dyce","-2.1970536999999695,57.2131249",Shell,Mon Aug 22 2016 19:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",13,,2017-09-24T23:00:00.000Z,1 x 10' Container (40347),1001237,Artic,0.5,2017-09-30T08:12:32.000Z,2017-09-24T23:00:00.000Z,2,1,,MUNGO,u2CfngKTDDbxE7BXW,Shipping 470937,4cus6wt5ojQmn5G3Y,Shearwater - Chris Wood & Paul Cumming,M7uTXtfbBz7rBhgGa,2017-09-30T08:12:32.000Z,59cd25c83ad3963c706ee3a4,2017-09-25T14:50:00.000Z,59cd25c83ad3963c706ee393,2017-09-25T08:50:00.000Z,59cd25c83ad3963c706ee389,2017-09-30T08:12:32.000Z,59cd25c93ad3963c706ee3ae,1,203,true,1,true
ObjectId(59cd25c93ad3963c706ee3be),COR # MISC # GAS # SOL # OX # LIQ # INF,Mon Aug 22 2016 10:00:00 GMT+0100 (GMT),"Stork, Pitmedden Road, Dyce","-2.1970536999999695,57.2131249",Shell,Mon Aug 22 2016 19:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",14,,2017-09-24T23:00:00.000Z,1 x Mini (61826),1001237,Artic,0.5,2017-09-30T05:00:00.000Z,2017-09-24T23:00:00.000Z,2,1,,MUNGO,u2CfngKTDDbxE7BXW,Shipping 470937,4cus6wt5ojQmn5G3Y,Shearwater - Chris Wood & Paul Cumming,Kuqr5iN5abrbghCeW,2017-09-30T03:25:00.000Z,59cd25c83ad3963c706ee37f,2017-09-25T08:50:00.000Z,59cd25c83ad3963c706ee374,2017-09-25T05:00:00.000Z,59cd25c83ad3963c706ee36d,2017-09-30T05:00:00.000Z,59cd25c83ad3963c706ee386,1,203,true,17,true
ObjectId(59cd25c93ad3963c706ee3bf),,Mon Aug 22 2016 09:00:00 GMT+0100 (GMT),,,BP,Mon Aug 22 2016 17:00:00 GMT+0100 (GMT),"ASCO, Albert Quay BP","-2.0829927921295166,57.14157764477307",15,Andrew,2017-09-24T23:00:00.000Z,1 x 15' HH (158509),1001016,Artic,1,2017-09-30T08:12:32.000Z,2017-09-24T23:00:00.000Z,1,1,Shipping,MUNGO,u2CfngKTDDbxE7BXW,Shipping,4cus6wt5ojQmn5G3Y,ANDREW - Dave Weatherhill,M7uTXtfbBz7rBhgGa,2017-09-30T08:12:32.000Z,59cd25c83ad3963c706ee3a4,2017-09-25T14:50:00.000Z,59cd25c83ad3963c706ee393,2017-09-25T08:50:00.000Z,59cd25c83ad3963c706ee389,2017-09-30T08:12:32.000Z,59cd25c93ad3963c706ee3ae,1,203,true,1,true
ObjectId(59cd25c93ad3963c706ee3c0),Explosives,Sun Aug 21 2016 09:00:00 GMT+0100 (GMT),"Schlumberger Gunshop, Lethenty","-2.3960653999999977,57.31974799999999",shell,Sun Aug 21 2016 12:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",16,,2017-09-24T23:00:00.000Z,1 x Mini SCH 55,1001134,Artic,1,2017-09-26T08:31:39.000Z,2017-09-24T23:00:00.000Z,1,1,Brent Bravo,FARRAGON,pXuQZ9LFbpozALxZA,shipping,4cus6wt5ojQmn5G3Y,Gunshop Inverurie,M7uTXtfbBz7rBhgGa,2017-09-26T08:31:39.000Z,59cd25c83ad3963c706ee39e,2017-09-25T14:50:00.000Z,59cd25c83ad3963c706ee393,2017-09-25T08:50:00.000Z,59cd25c83ad3963c706ee389,2017-09-26T08:31:39.000Z,59cd25c83ad3963c706ee3a8,1,25,true,1,true
ObjectId(59cd25c93ad3963c706ee3c1),COR # MISC # GAS # SOL # OX # LIQ # INF,Sat Aug 20 2016 13:00:00 GMT+0100 (GMT),"Swire East, Altens","-2.0642709732055664,57.11734815677611",BP,Sat Aug 20 2016 20:00:00 GMT+0100 (GMT),"ASCO, Albert Quay BP","-2.0829927921295166,57.14157764477307",17,,2017-09-24T23:00:00.000Z,7 mini,1001117,Artic,0.5,2017-09-26T08:31:39.000Z,2017-09-24T23:00:00.000Z,2,2,Deepsea Aberdeen,FARRAGON,pXuQZ9LFbpozALxZA,Shipping,4cus6wt5ojQmn5G3Y,,M7uTXtfbBz7rBhgGa,2017-09-26T08:31:39.000Z,59cd25c83ad3963c706ee39e,2017-09-25T14:50:00.000Z,59cd25c83ad3963c706ee393,2017-09-25T08:50:00.000Z,59cd25c83ad3963c706ee389,2017-09-26T08:31:39.000Z,59cd25c83ad3963c706ee3a8,1,25,true,1,true
ObjectId(59cd25c93ad3963c706ee3c2),,Fri Aug 19 2016 09:00:00 GMT+0100 (GMT),"Swire East, Altens","-2.0642709732055664,57.11734815677611",BP,Fri Aug 19 2016 16:00:00 GMT+0100 (GMT),"ASCO, Albert Quay BP","-2.0829927921295166,57.14157764477307",18,Clair & PBLJ,2017-09-24T23:00:00.000Z,1 x Plain Mini - Clair,1000878,Artic,0.08333333333333333,2017-09-27T05:00:00.000Z,2017-09-24T23:00:00.000Z,12,2,Shipping,SCHIEHALLION,RYiimSsxZYFfZLeH5,Ron Hutcheson,4cus6wt5ojQmn5G3Y,PBLJ & Clair,M7uTXtfbBz7rBhgGa,2017-09-27T03:30:00.000Z,59cd25c83ad3963c706ee39f,2017-09-25T14:50:00.000Z,59cd25c83ad3963c706ee393,2017-09-25T08:50:00.000Z,59cd25c83ad3963c706ee389,2017-09-27T05:00:00.000Z,59cd25c83ad3963c706ee3a9,1,38,true,1,true
ObjectId(59cd25c93ad3963c706ee3c3),,Fri Aug 19 2016 09:00:00 GMT+0100 (GMT),"Swire East, Altens","-2.0642709732055664,57.11734815677611",BP,Fri Aug 19 2016 16:00:00 GMT+0100 (GMT),"ASCO, Albert Quay BP","-2.0829927921295166,57.14157764477307",19,Clair & PBLJ,2017-09-24T23:00:00.000Z,1 x Shelved Mini - PBLJ,1000878,Artic,0.08333333333333333,2017-09-27T05:00:00.000Z,2017-09-24T23:00:00.000Z,12,2,Shipping,SCHIEHALLION,RYiimSsxZYFfZLeH5,Ron Hutcheson,4cus6wt5ojQmn5G3Y,PBLJ & Clair,M7uTXtfbBz7rBhgGa,2017-09-27T03:30:00.000Z,59cd25c83ad3963c706ee39f,2017-09-25T14:50:00.000Z,59cd25c83ad3963c706ee393,2017-09-25T08:50:00.000Z,59cd25c83ad3963c706ee389,2017-09-27T05:00:00.000Z,59cd25c83ad3963c706ee3a9,1,38,true,1,true
ObjectId(59cd25c93ad3963c706ee3c4),,Fri Aug 19 2016 09:00:00 GMT+0100 (GMT),"Swire East, Altens","-2.0642709732055664,57.11734815677611",BP,Fri Aug 19 2016 16:00:00 GMT+0100 (GMT),"ASCO, Albert Quay BP","-2.0829927921295166,57.14157764477307",20,Clair & PBLJ,2017-09-24T23:00:00.000Z,1 x Plain Mini - Clair,1000878,Artic,0.08333333333333333,2017-09-27T05:00:00.000Z,2017-09-24T23:00:00.000Z,12,2,Shipping,SCHIEHALLION,RYiimSsxZYFfZLeH5,Ron Hutcheson,4cus6wt5ojQmn5G3Y,PBLJ & Clair,M7uTXtfbBz7rBhgGa,2017-09-27T03:30:00.000Z,59cd25c83ad3963c706ee39f,2017-09-25T14:50:00.000Z,59cd25c83ad3963c706ee393,2017-09-25T08:50:00.000Z,59cd25c83ad3963c706ee389,2017-09-27T05:00:00.000Z,59cd25c83ad3963c706ee3a9,1,38,true,1,true
ObjectId(59cd25c93ad3963c706ee3c5),,Fri Aug 19 2016 09:00:00 GMT+0100 (GMT),"Swire East, Altens","-2.0642709732055664,57.11734815677611",BP,Fri Aug 19 2016 16:00:00 GMT+0100 (GMT),"ASCO, Albert Quay BP","-2.0829927921295166,57.14157764477307",21,Clair & PBLJ,2017-09-24T23:00:00.000Z,1 x Shelved Mini - Clair,1000878,Artic,0.08333333333333333,2017-09-27T05:00:00.000Z,2017-09-24T23:00:00.000Z,12,2,Shipping,SCHIEHALLION,RYiimSsxZYFfZLeH5,Ron Hutcheson,4cus6wt5ojQmn5G3Y,PBLJ & Clair,M7uTXtfbBz7rBhgGa,2017-09-27T03:30:00.000Z,59cd25c83ad3963c706ee39f,2017-09-25T14:50:00.000Z,59cd25c83ad3963c706ee393,2017-09-25T08:50:00.000Z,59cd25c83ad3963c706ee389,2017-09-27T05:00:00.000Z,59cd25c83ad3963c706ee3a9,1,38,true,1,true
ObjectId(59cd25c93ad3963c706ee3c6),,Fri Aug 19 2016 09:00:00 GMT+0100 (GMT),"Swire East, Altens","-2.0642709732055664,57.11734815677611",BP,Fri Aug 19 2016 16:00:00 GMT+0100 (GMT),"ASCO, Albert Quay BP","-2.0829927921295166,57.14157764477307",22,Clair & PBLJ,2017-09-24T23:00:00.000Z,1 x Plain Mini - PBLJ,1000878,Artic,0.08333333333333333,2017-09-27T05:00:00.000Z,2017-09-24T23:00:00.000Z,12,2,Shipping,SCHIEHALLION,RYiimSsxZYFfZLeH5,Ron Hutcheson,4cus6wt5ojQmn5G3Y,PBLJ & Clair,M7uTXtfbBz7rBhgGa,2017-09-27T03:30:00.000Z,59cd25c83ad3963c706ee39f,2017-09-25T14:50:00.000Z,59cd25c83ad3963c706ee393,2017-09-25T08:50:00.000Z,59cd25c83ad3963c706ee389,2017-09-27T05:00:00.000Z,59cd25c83ad3963c706ee3a9,1,38,true,1,true
ObjectId(59cd25c93ad3963c706ee3c7),,Fri Aug 19 2016 09:00:00 GMT+0100 (GMT),"Swire East, Altens","-2.0642709732055664,57.11734815677611",BP,Fri Aug 19 2016 16:00:00 GMT+0100 (GMT),"ASCO, Albert Quay BP","-2.0829927921295166,57.14157764477307",23,Clair & PBLJ,2017-09-24T23:00:00.000Z,1 x Plain Mini - Clair,1000878,Artic,0.08333333333333333,2017-09-27T05:00:00.000Z,2017-09-24T23:00:00.000Z,12,2,Shipping,SCHIEHALLION,RYiimSsxZYFfZLeH5,Ron Hutcheson,4cus6wt5ojQmn5G3Y,PBLJ & Clair,M7uTXtfbBz7rBhgGa,2017-09-27T03:30:00.000Z,59cd25c83ad3963c706ee39f,2017-09-25T14:50:00.000Z,59cd25c83ad3963c706ee393,2017-09-25T08:50:00.000Z,59cd25c83ad3963c706ee389,2017-09-27T05:00:00.000Z,59cd25c83ad3963c706ee3a9,1,38,true,1,true
ObjectId(59cd25c93ad3963c706ee3c8),,Thu Aug 18 2016 14:01:00 GMT+0100 (GMT),"Augean, Woodside Road,Bridge of Don","-2.0934305000000677,57.1898548",Shell,Thu Aug 18 2016 19:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",24,NHD,2017-09-24T23:00:00.000Z,14 x Mud Skips,1000577,Artic,0.25,2017-09-27T05:00:00.000Z,2017-09-24T23:00:00.000Z,4,1,,SCHIEHALLION,RYiimSsxZYFfZLeH5,Shipping 470937,4cus6wt5ojQmn5G3Y,Nikki Wilson - NHD,M7uTXtfbBz7rBhgGa,2017-09-27T03:30:00.000Z,59cd25c83ad3963c706ee39f,2017-09-25T14:50:00.000Z,59cd25c83ad3963c706ee393,2017-09-25T08:50:00.000Z,59cd25c83ad3963c706ee389,2017-09-27T05:00:00.000Z,59cd25c83ad3963c706ee3a9,1,38,true,1,true
ObjectId(59cd25c93ad3963c706ee3c9),,Thu Aug 18 2016 14:01:00 GMT+0100 (GMT),"Augean, Woodside Road,Bridge of Don","-2.0934305000000677,57.1898548",Shell,Thu Aug 18 2016 19:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",25,NHD,2017-09-24T23:00:00.000Z,8 x Mud Skips,1000577,Artic,0.25,2017-09-27T05:00:00.000Z,2017-09-24T23:00:00.000Z,4,1,,SCHIEHALLION,RYiimSsxZYFfZLeH5,Shipping 470937,4cus6wt5ojQmn5G3Y,Nikki Wilson - NHD,M7uTXtfbBz7rBhgGa,2017-09-27T03:30:00.000Z,59cd25c83ad3963c706ee39f,2017-09-25T14:50:00.000Z,59cd25c83ad3963c706ee393,2017-09-25T08:50:00.000Z,59cd25c83ad3963c706ee389,2017-09-27T05:00:00.000Z,59cd25c83ad3963c706ee3a9,1,38,true,1,true
ObjectId(59cd25c93ad3963c706ee3ca),,Thu Aug 18 2016 14:01:00 GMT+0100 (GMT),"Augean, Woodside Road,Bridge of Don","-2.0934305000000677,57.1898548",Shell,Thu Aug 18 2016 19:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",26,NHD,2017-09-24T23:00:00.000Z,14 x Mud Skips,1000577,Artic,0.25,2017-09-27T05:00:00.000Z,2017-09-24T23:00:00.000Z,4,1,,SCHIEHALLION,RYiimSsxZYFfZLeH5,Shipping 470937,4cus6wt5ojQmn5G3Y,Nikki Wilson - NHD,M7uTXtfbBz7rBhgGa,2017-09-27T03:30:00.000Z,59cd25c83ad3963c706ee39f,2017-09-25T14:50:00.000Z,59cd25c83ad3963c706ee393,2017-09-25T08:50:00.000Z,59cd25c83ad3963c706ee389,2017-09-27T05:00:00.000Z,59cd25c83ad3963c706ee3a9,1,38,true,1,true
ObjectId(59cd25c93ad3963c706ee3cb),,Thu Aug 18 2016 14:01:00 GMT+0100 (GMT),"Augean, Woodside Road,Bridge of Don","-2.0934305000000677,57.1898548",Shell,Thu Aug 18 2016 19:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",27,NHD,2017-09-24T23:00:00.000Z,14 x Mud Skips,1000577,Artic,0.25,2017-09-27T05:00:00.000Z,2017-09-24T23:00:00.000Z,4,1,,SCHIEHALLION,RYiimSsxZYFfZLeH5,Shipping 470937,4cus6wt5ojQmn5G3Y,Nikki Wilson - NHD,M7uTXtfbBz7rBhgGa,2017-09-27T03:30:00.000Z,59cd25c83ad3963c706ee39f,2017-09-25T14:50:00.000Z,59cd25c83ad3963c706ee393,2017-09-25T08:50:00.000Z,59cd25c83ad3963c706ee389,2017-09-27T05:00:00.000Z,59cd25c83ad3963c706ee3a9,1,38,true,1,true
ObjectId(59cd25c93ad3963c706ee3cc),,Thu Aug 18 2016 13:00:00 GMT+0100 (GMT),"Conserve, Hillview Road, East Tullos","-2.087892399999987,57.12535159999999",Shell,Thu Aug 18 2016 19:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",28,NHD,2017-09-24T23:00:00.000Z,1 x WOT (WOT515),1000756,Artic,0.5,2017-09-27T05:00:00.000Z,2017-09-24T23:00:00.000Z,2,1,,SCHIEHALLION,RYiimSsxZYFfZLeH5,Shipping 470937,4cus6wt5ojQmn5G3Y,NHD - Michael Smith,M7uTXtfbBz7rBhgGa,2017-09-27T03:30:00.000Z,59cd25c83ad3963c706ee39f,2017-09-25T14:50:00.000Z,59cd25c83ad3963c706ee393,2017-09-25T08:50:00.000Z,59cd25c83ad3963c706ee389,2017-09-27T05:00:00.000Z,59cd25c83ad3963c706ee3a9,1,38,true,1,true
