_id,abilities,collect_from,collection,collection_geoloc,company,deliver_by,delivery,delivery_geoloc,id,info,inputItemEventDate,item_name,job_id,list_of_vehicle_type,load_size,maxDate,minDate,nb_of_items_on_job,nb_of_vehicles,order_no,platform,platformKey,requested_by,scenarioKey,task_info,vessel,vesselArrivalEventDate,vesselArrivalEventId,vesselDepartureEventDate,vesselDepartureEventId,vesselLoadEventDate,vesselLoadEventId,vesselUnloadEventDate,vesselUnloadEventId,startLocId,endLocId,isOutbound,vesselId,isOnSpotVessel
ObjectId(59cd263e3ad3963c706eedfe),,Wed Aug 31 2016 10:00:00 GMT+0100 (GMT),"Schlumberger Dowell, Enterprise Drive, Westhill","-2.283096300000011,57.1495633",Shell,Wed Aug 31 2016 14:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",1215,,2017-10-08T23:00:00.000Z,Power Pack 2153-8,1002651,Artic,0.09090909090909091,2017-10-10T19:35:21.000Z,2017-10-08T23:00:00.000Z,11,3,Shipping for Noble Hans Dual,ELGIN,Kv4eePA5BXiG9Qsvi,Pat Davidson,4cus6wt5ojQmn5G3Y,Noble Hans Dual - Nick Gray,wKLbkeLEStvmaWzGP,2017-10-10T19:35:21.000Z,59cd263e3ad3963c706eed88,2017-10-10T07:30:00.000Z,59cd263e3ad3963c706eed82,2017-10-10T05:00:00.000Z,59cd263e3ad3963c706eed7d,2017-10-10T19:35:21.000Z,59cd263e3ad3963c706eed8d,1,170,true,4,true
ObjectId(59cd263e3ad3963c706eedff),,Wed Aug 31 2016 10:00:00 GMT+0100 (GMT),"Schlumberger Dowell, Enterprise Drive, Westhill","-2.283096300000011,57.1495633",Shell,Wed Aug 31 2016 14:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",1216,,2017-10-08T23:00:00.000Z,Power Pack 2136-4,1002651,Artic,0.09090909090909091,2017-10-10T05:00:00.000Z,2017-10-08T23:00:00.000Z,11,3,Shipping for Noble Hans Dual,ELGIN,Kv4eePA5BXiG9Qsvi,Pat Davidson,4cus6wt5ojQmn5G3Y,Noble Hans Dual - Nick Gray,M5JQtnFiBFtPPeRXR,2017-10-09T23:44:25.000Z,59cd263e3ad3963c706eed60,2017-10-09T11:25:00.000Z,59cd263e3ad3963c706eed5a,2017-10-09T05:00:00.000Z,59cd263e3ad3963c706eed55,2017-10-10T05:00:00.000Z,59cd263e3ad3963c706eed65,1,170,true,34,true
ObjectId(59cd263e3ad3963c706eee00),,Wed Aug 31 2016 10:00:00 GMT+0100 (GMT),"Schlumberger Dowell, Enterprise Drive, Westhill","-2.283096300000011,57.1495633",Shell,Wed Aug 31 2016 14:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",1217,,2017-10-08T23:00:00.000Z,Tank FGRU470038-8,1002651,Artic,0.09090909090909091,2017-10-10T05:00:00.000Z,2017-10-08T23:00:00.000Z,11,3,Shipping for Noble Hans Dual,ELGIN,Kv4eePA5BXiG9Qsvi,Pat Davidson,4cus6wt5ojQmn5G3Y,Noble Hans Dual - Nick Gray,M5JQtnFiBFtPPeRXR,2017-10-09T23:44:25.000Z,59cd263e3ad3963c706eed60,2017-10-09T11:25:00.000Z,59cd263e3ad3963c706eed5a,2017-10-09T05:00:00.000Z,59cd263e3ad3963c706eed55,2017-10-10T05:00:00.000Z,59cd263e3ad3963c706eed65,1,170,true,34,true
ObjectId(59cd263e3ad3963c706eee01),,Wed Aug 31 2016 10:00:00 GMT+0100 (GMT),"Schlumberger Dowell, Enterprise Drive, Westhill","-2.283096300000011,57.1495633",Shell,Wed Aug 31 2016 14:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",1218,,2017-10-08T23:00:00.000Z,Batch Mixer 152-8,1002651,Artic,0.09090909090909091,2017-10-10T05:00:00.000Z,2017-10-08T23:00:00.000Z,11,3,Shipping for Noble Hans Dual,ELGIN,Kv4eePA5BXiG9Qsvi,Pat Davidson,4cus6wt5ojQmn5G3Y,Noble Hans Dual - Nick Gray,M5JQtnFiBFtPPeRXR,2017-10-09T23:44:25.000Z,59cd263e3ad3963c706eed60,2017-10-09T11:25:00.000Z,59cd263e3ad3963c706eed5a,2017-10-09T05:00:00.000Z,59cd263e3ad3963c706eed55,2017-10-10T05:00:00.000Z,59cd263e3ad3963c706eed65,1,170,true,34,true
ObjectId(59cd263e3ad3963c706eee02),,Wed Aug 31 2016 10:00:00 GMT+0100 (GMT),"Schlumberger Dowell, Enterprise Drive, Westhill","-2.283096300000011,57.1495633",Shell,Wed Aug 31 2016 14:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",1219,,2017-10-08T23:00:00.000Z,Batch Mixer 152-6,1002651,Artic,0.09090909090909091,2017-10-10T19:35:21.000Z,2017-10-08T23:00:00.000Z,11,3,Shipping for Noble Hans Dual,ELGIN,Kv4eePA5BXiG9Qsvi,Pat Davidson,4cus6wt5ojQmn5G3Y,Noble Hans Dual - Nick Gray,wKLbkeLEStvmaWzGP,2017-10-10T19:35:21.000Z,59cd263e3ad3963c706eed88,2017-10-10T07:30:00.000Z,59cd263e3ad3963c706eed82,2017-10-10T05:00:00.000Z,59cd263e3ad3963c706eed7d,2017-10-10T19:35:21.000Z,59cd263e3ad3963c706eed8d,1,170,true,4,true
ObjectId(59cd263e3ad3963c706eee03),,Wed Aug 31 2016 10:00:00 GMT+0100 (GMT),"Schlumberger Dowell, Enterprise Drive, Westhill","-2.283096300000011,57.1495633",Shell,Wed Aug 31 2016 14:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",1220,,2017-10-08T23:00:00.000Z,Power Pack 2153-7,1002651,Artic,0.09090909090909091,2017-10-10T05:00:00.000Z,2017-10-08T23:00:00.000Z,11,3,Shipping for Noble Hans Dual,ELGIN,Kv4eePA5BXiG9Qsvi,Pat Davidson,4cus6wt5ojQmn5G3Y,Noble Hans Dual - Nick Gray,M5JQtnFiBFtPPeRXR,2017-10-09T23:44:25.000Z,59cd263e3ad3963c706eed60,2017-10-09T11:25:00.000Z,59cd263e3ad3963c706eed5a,2017-10-09T05:00:00.000Z,59cd263e3ad3963c706eed55,2017-10-10T05:00:00.000Z,59cd263e3ad3963c706eed65,1,170,true,34,true
ObjectId(59cd263e3ad3963c706eee04),,Wed Aug 31 2016 10:00:00 GMT+0100 (GMT),"Schlumberger Dowell, Enterprise Drive, Westhill","-2.283096300000011,57.1495633",Shell,Wed Aug 31 2016 14:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",1221,,2017-10-08T23:00:00.000Z,Tank T-0221,1002651,Artic,0.09090909090909091,2017-10-10T10:20:00.000Z,2017-10-08T23:00:00.000Z,11,3,Shipping for Noble Hans Dual,ELGIN,Kv4eePA5BXiG9Qsvi,Pat Davidson,4cus6wt5ojQmn5G3Y,Noble Hans Dual - Nick Gray,v3CMzsimW4tEyCni5,2017-10-10T09:18:39.000Z,59cd263e3ad3963c706eed74,2017-10-09T17:00:00.000Z,59cd263e3ad3963c706eed6e,2017-10-09T11:25:00.000Z,59cd263e3ad3963c706eed69,2017-10-10T10:20:00.000Z,59cd263e3ad3963c706eed79,1,170,true,67,true
ObjectId(59cd263e3ad3963c706eee05),,Wed Aug 31 2016 10:00:00 GMT+0100 (GMT),"Schlumberger Dowell, Enterprise Drive, Westhill","-2.283096300000011,57.1495633",Shell,Wed Aug 31 2016 14:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",1222,,2017-10-08T23:00:00.000Z,Batch Mixer 152-4,1002651,Artic,0.09090909090909091,2017-10-10T10:20:00.000Z,2017-10-08T23:00:00.000Z,11,3,Shipping for Noble Hans Dual,ELGIN,Kv4eePA5BXiG9Qsvi,Pat Davidson,4cus6wt5ojQmn5G3Y,Noble Hans Dual - Nick Gray,v3CMzsimW4tEyCni5,2017-10-10T09:18:39.000Z,59cd263e3ad3963c706eed74,2017-10-09T17:00:00.000Z,59cd263e3ad3963c706eed6e,2017-10-09T11:25:00.000Z,59cd263e3ad3963c706eed69,2017-10-10T10:20:00.000Z,59cd263e3ad3963c706eed79,1,170,true,67,true
ObjectId(59cd263e3ad3963c706eee06),,Wed Aug 31 2016 10:00:00 GMT+0100 (GMT),"Schlumberger Dowell, Enterprise Drive, Westhill","-2.283096300000011,57.1495633",Shell,Wed Aug 31 2016 14:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",1223,,2017-10-08T23:00:00.000Z,Tank T-060,1002651,Artic,0.09090909090909091,2017-10-10T05:00:00.000Z,2017-10-08T23:00:00.000Z,11,3,Shipping for Noble Hans Dual,ELGIN,Kv4eePA5BXiG9Qsvi,Pat Davidson,4cus6wt5ojQmn5G3Y,Noble Hans Dual - Nick Gray,M5JQtnFiBFtPPeRXR,2017-10-09T23:44:25.000Z,59cd263e3ad3963c706eed60,2017-10-09T11:25:00.000Z,59cd263e3ad3963c706eed5a,2017-10-09T05:00:00.000Z,59cd263e3ad3963c706eed55,2017-10-10T05:00:00.000Z,59cd263e3ad3963c706eed65,1,170,true,34,true
ObjectId(59cd263e3ad3963c706eee07),,Wed Aug 31 2016 10:00:00 GMT+0100 (GMT),"Schlumberger Dowell, Enterprise Drive, Westhill","-2.283096300000011,57.1495633",Shell,Wed Aug 31 2016 14:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",1224,,2017-10-08T23:00:00.000Z,20ft Basket (70825),1002651,Artic,0.09090909090909091,2017-10-10T10:20:00.000Z,2017-10-08T23:00:00.000Z,11,3,Shipping for Noble Hans Dual,ELGIN,Kv4eePA5BXiG9Qsvi,Pat Davidson,4cus6wt5ojQmn5G3Y,Noble Hans Dual - Nick Gray,v3CMzsimW4tEyCni5,2017-10-10T09:18:39.000Z,59cd263e3ad3963c706eed74,2017-10-09T17:00:00.000Z,59cd263e3ad3963c706eed6e,2017-10-09T11:25:00.000Z,59cd263e3ad3963c706eed69,2017-10-10T10:20:00.000Z,59cd263e3ad3963c706eed79,1,170,true,67,true
ObjectId(59cd263e3ad3963c706eee08),,Wed Aug 31 2016 10:00:00 GMT+0100 (GMT),"Schlumberger Dowell, Enterprise Drive, Westhill","-2.283096300000011,57.1495633",Shell,Wed Aug 31 2016 14:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",1225,,2017-10-08T23:00:00.000Z,Mini (60862),1002651,Artic,0.09090909090909091,2017-10-10T19:35:21.000Z,2017-10-08T23:00:00.000Z,11,3,Shipping for Noble Hans Dual,ELGIN,Kv4eePA5BXiG9Qsvi,Pat Davidson,4cus6wt5ojQmn5G3Y,Noble Hans Dual - Nick Gray,wKLbkeLEStvmaWzGP,2017-10-10T19:35:21.000Z,59cd263e3ad3963c706eed88,2017-10-10T07:30:00.000Z,59cd263e3ad3963c706eed82,2017-10-10T05:00:00.000Z,59cd263e3ad3963c706eed7d,2017-10-10T19:35:21.000Z,59cd263e3ad3963c706eed8d,1,170,true,4,true
ObjectId(59cd263e3ad3963c706eee09),,Wed Aug 31 2016 10:00:00 GMT+0100 (GMT),"Schlumberger MI PT, Altens","-2.0731015999999727,57.1170406",Shell,Wed Aug 31 2016 14:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",1226,,2017-10-08T23:00:00.000Z,Tank of PH Adjusted STM218,1002653,Artic,1,2017-10-10T10:20:00.000Z,2017-10-08T23:00:00.000Z,1,1,Shipping for HWB & Curlew,ELGIN,Kv4eePA5BXiG9Qsvi,Shipping,4cus6wt5ojQmn5G3Y,Tank for Curelw,v3CMzsimW4tEyCni5,2017-10-10T09:18:39.000Z,59cd263e3ad3963c706eed74,2017-10-09T17:00:00.000Z,59cd263e3ad3963c706eed6e,2017-10-09T11:25:00.000Z,59cd263e3ad3963c706eed69,2017-10-10T10:20:00.000Z,59cd263e3ad3963c706eed79,1,170,true,67,true
ObjectId(59cd263e3ad3963c706eee0a),,Wed Aug 31 2016 10:00:00 GMT+0100 (GMT),"Subsea 7, Greenwell Road, East Tullos","-2.0817486999999346,57.128724",BP,Wed Aug 31 2016 15:00:00 GMT+0100 (GMT),ASCO R&R Albert Quay,"-2.0807933807373047,57.14080343154772",1227,,2017-10-08T23:00:00.000Z,1 x Pallet,1002711,Transit,1,2017-10-10T10:20:00.000Z,2017-10-08T23:00:00.000Z,1,1,,ELGIN,Kv4eePA5BXiG9Qsvi,,4cus6wt5ojQmn5G3Y,Ian Ferguson Rig Name Paul B L Junior,v3CMzsimW4tEyCni5,2017-10-10T09:18:39.000Z,59cd263e3ad3963c706eed74,2017-10-09T17:00:00.000Z,59cd263e3ad3963c706eed6e,2017-10-09T11:25:00.000Z,59cd263e3ad3963c706eed69,2017-10-10T10:20:00.000Z,59cd263e3ad3963c706eed79,1,170,true,67,true
ObjectId(59cd263e3ad3963c706eee0b),COR # MISC # GAS # SOL # OX # LIQ # INF,Wed Aug 31 2016 10:00:00 GMT+0100 (GMT),"Harran, Souterhead Road,Altens","-2.082431100000008,57.1101158",Shell,Wed Aug 31 2016 15:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",1228,,2017-10-08T23:00:00.000Z,1 x Heli Tank SAT627,1002655,Artic,0.5,2017-10-10T10:20:00.000Z,2017-10-08T23:00:00.000Z,2,1,HWB,ELGIN,Kv4eePA5BXiG9Qsvi,Shipping,4cus6wt5ojQmn5G3Y,For the Haewene Brim,v3CMzsimW4tEyCni5,2017-10-10T09:18:39.000Z,59cd263e3ad3963c706eed74,2017-10-09T17:00:00.000Z,59cd263e3ad3963c706eed6e,2017-10-09T11:25:00.000Z,59cd263e3ad3963c706eed69,2017-10-10T10:20:00.000Z,59cd263e3ad3963c706eed79,1,170,true,67,true
ObjectId(59cd263e3ad3963c706eee0c),COR # MISC # GAS # SOL # OX # LIQ # INF,Wed Aug 31 2016 10:00:00 GMT+0100 (GMT),"Harran, Souterhead Road,Altens","-2.082431100000008,57.1101158",Shell,Wed Aug 31 2016 15:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",1229,,2017-10-08T23:00:00.000Z,1 x Heli Tank SAT647,1002655,Artic,0.5,2017-10-10T10:20:00.000Z,2017-10-08T23:00:00.000Z,2,1,HWB,ELGIN,Kv4eePA5BXiG9Qsvi,Shipping,4cus6wt5ojQmn5G3Y,For the Brent Bravo,v3CMzsimW4tEyCni5,2017-10-10T09:18:39.000Z,59cd263e3ad3963c706eed74,2017-10-09T17:00:00.000Z,59cd263e3ad3963c706eed6e,2017-10-09T11:25:00.000Z,59cd263e3ad3963c706eed69,2017-10-10T10:20:00.000Z,59cd263e3ad3963c706eed79,1,170,true,67,true
ObjectId(59cd263e3ad3963c706eee0d),,Wed Aug 31 2016 10:00:00 GMT+0100 (GMT),"Schlumberger Dowell, Enterprise Drive, Westhill","-2.283096300000011,57.1495633",Shell,Wed Aug 31 2016 15:00:00 GMT+0100 (GMT),"Shell, Torry Dock","-2.0774459838867188,57.1381022901656",1230,,2017-10-08T23:00:00.000Z,Load for NHD,1002916,Artic,1,2017-10-10T05:00:00.000Z,2017-10-08T23:00:00.000Z,1,1,30165552-20,ELGIN,Kv4eePA5BXiG9Qsvi,Rachel Taylor - 470934,4cus6wt5ojQmn5G3Y,Waiting Time 0800 - 1500,M5JQtnFiBFtPPeRXR,2017-10-09T23:44:25.000Z,59cd263e3ad3963c706eed60,2017-10-09T11:25:00.000Z,59cd263e3ad3963c706eed5a,2017-10-09T05:00:00.000Z,59cd263e3ad3963c706eed55,2017-10-10T05:00:00.000Z,59cd263e3ad3963c706eed65,1,170,true,34,true
ObjectId(59cd263e3ad3963c706eee0e),,Wed Aug 31 2016 10:00:00 GMT+0100 (GMT),"Schlumberger Dowell, Enterprise Drive, Westhill","-2.283096300000011,57.1495633",Shell,Wed Aug 31 2016 14:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",1231,,2017-10-08T23:00:00.000Z,Power Pack 2153-8,1002651,Artic,0.09090909090909091,2017-10-10T05:00:00.000Z,2017-10-08T23:00:00.000Z,11,3,Shipping for Noble Hans Dual,ELGIN,Kv4eePA5BXiG9Qsvi,Pat Davidson,4cus6wt5ojQmn5G3Y,Noble Hans Dual - Nick Gray,M5JQtnFiBFtPPeRXR,2017-10-09T23:44:25.000Z,59cd263e3ad3963c706eed60,2017-10-09T11:25:00.000Z,59cd263e3ad3963c706eed5a,2017-10-09T05:00:00.000Z,59cd263e3ad3963c706eed55,2017-10-10T05:00:00.000Z,59cd263e3ad3963c706eed65,1,170,true,34,true
ObjectId(59cd263e3ad3963c706eee0f),,Wed Aug 31 2016 10:00:00 GMT+0100 (GMT),"Schlumberger Dowell, Enterprise Drive, Westhill","-2.283096300000011,57.1495633",Shell,Wed Aug 31 2016 14:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",1232,,2017-10-08T23:00:00.000Z,Power Pack 2136-4,1002651,Artic,0.09090909090909091,2017-10-10T10:20:00.000Z,2017-10-08T23:00:00.000Z,11,3,Shipping for Noble Hans Dual,ELGIN,Kv4eePA5BXiG9Qsvi,Pat Davidson,4cus6wt5ojQmn5G3Y,Noble Hans Dual - Nick Gray,v3CMzsimW4tEyCni5,2017-10-10T09:18:39.000Z,59cd263e3ad3963c706eed74,2017-10-09T17:00:00.000Z,59cd263e3ad3963c706eed6e,2017-10-09T11:25:00.000Z,59cd263e3ad3963c706eed69,2017-10-10T10:20:00.000Z,59cd263e3ad3963c706eed79,1,170,true,67,true
ObjectId(59cd263e3ad3963c706eee10),,Wed Aug 31 2016 10:00:00 GMT+0100 (GMT),"Schlumberger Dowell, Enterprise Drive, Westhill","-2.283096300000011,57.1495633",Shell,Wed Aug 31 2016 14:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",1233,,2017-10-08T23:00:00.000Z,Tank FGRU470038-8,1002651,Artic,0.09090909090909091,2017-10-10T10:20:00.000Z,2017-10-08T23:00:00.000Z,11,3,Shipping for Noble Hans Dual,ELGIN,Kv4eePA5BXiG9Qsvi,Pat Davidson,4cus6wt5ojQmn5G3Y,Noble Hans Dual - Nick Gray,v3CMzsimW4tEyCni5,2017-10-10T09:18:39.000Z,59cd263e3ad3963c706eed74,2017-10-09T17:00:00.000Z,59cd263e3ad3963c706eed6e,2017-10-09T11:25:00.000Z,59cd263e3ad3963c706eed69,2017-10-10T10:20:00.000Z,59cd263e3ad3963c706eed79,1,170,true,67,true
ObjectId(59cd263e3ad3963c706eee11),,Wed Aug 31 2016 10:00:00 GMT+0100 (GMT),"Schlumberger Dowell, Enterprise Drive, Westhill","-2.283096300000011,57.1495633",Shell,Wed Aug 31 2016 14:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",1234,,2017-10-08T23:00:00.000Z,Batch Mixer 152-8,1002651,Artic,0.09090909090909091,2017-10-10T05:00:00.000Z,2017-10-08T23:00:00.000Z,11,3,Shipping for Noble Hans Dual,ELGIN,Kv4eePA5BXiG9Qsvi,Pat Davidson,4cus6wt5ojQmn5G3Y,Noble Hans Dual - Nick Gray,M5JQtnFiBFtPPeRXR,2017-10-09T23:44:25.000Z,59cd263e3ad3963c706eed60,2017-10-09T11:25:00.000Z,59cd263e3ad3963c706eed5a,2017-10-09T05:00:00.000Z,59cd263e3ad3963c706eed55,2017-10-10T05:00:00.000Z,59cd263e3ad3963c706eed65,1,170,true,34,true
ObjectId(59cd263e3ad3963c706eee12),,Wed Aug 31 2016 10:00:00 GMT+0100 (GMT),"Schlumberger Dowell, Enterprise Drive, Westhill","-2.283096300000011,57.1495633",Shell,Wed Aug 31 2016 14:00:00 GMT+0100 (GMT),SBS Torry Dock,"-2.0774459838867188,57.13810229016563",1235,,2017-10-08T23:00:00.000Z,Batch Mixer 152-6,1002651,Artic,0.09090909090909091,2017-10-10T05:00:00.000Z,2017-10-08T23:00:00.000Z,11,3,Shipping for Noble Hans Dual,ELGIN,Kv4eePA5BXiG9Qsvi,Pat Davidson,4cus6wt5ojQmn5G3Y,Noble Hans Dual - Nick Gray,M5JQtnFiBFtPPeRXR,2017-10-09T23:44:25.000Z,59cd263e3ad3963c706eed60,2017-10-09T11:25:00.000Z,59cd263e3ad3963c706eed5a,2017-10-09T05:00:00.000Z,59cd263e3ad3963c706eed55,2017-10-10T05:00:00.000Z,59cd263e3ad3963c706eed65,1,170,true,34,true
ObjectId(59cd263e3ad3963c706eee13),,Sat Sep 03 2016 07:30:00 GMT+0100 (GMT),"Tuboscope, Badentoy Road, Portlethen","-2.148702700000058,57.068941",Shell,Sat Sep 03 2016 19:00:00 GMT+0100 (GMT),"Shell, Torry Dock","-2.0774459838867188,57.1381022901656",1236,,2017-10-08T23:00:00.000Z,Various Pipe,1003149,Artic,0.3333333333333333,2017-10-11T20:59:41.000Z,2017-10-08T23:00:00.000Z,3,3,Shipping,EDRADOUR,FRDBSzEuTJreyPFhA,Shipping 470937,4cus6wt5ojQmn5G3Y,Brent Alpha - c/o Archer,wKLbkeLEStvmaWzGP,2017-10-11T20:59:41.000Z,59cd263e3ad3963c706eed8a,2017-10-10T07:30:00.000Z,59cd263e3ad3963c706eed82,2017-10-10T05:00:00.000Z,59cd263e3ad3963c706eed7d,2017-10-11T20:59:41.000Z,59cd263e3ad3963c706eed8f,1,404,true,4,true
ObjectId(59cd263e3ad3963c706eee14),,Sat Sep 03 2016 07:30:00 GMT+0100 (GMT),"Tuboscope, Badentoy Road, Portlethen","-2.148702700000058,57.068941",Shell,Sat Sep 03 2016 19:00:00 GMT+0100 (GMT),"Shell, Torry Dock","-2.0774459838867188,57.1381022901656",1237,,2017-10-08T23:00:00.000Z,Various Pipe,1003149,Artic,0.3333333333333333,2017-10-11T20:59:41.000Z,2017-10-08T23:00:00.000Z,3,3,Shipping,EDRADOUR,FRDBSzEuTJreyPFhA,Shipping 470937,4cus6wt5ojQmn5G3Y,Brent Alpha - c/o Archer,wKLbkeLEStvmaWzGP,2017-10-11T20:59:41.000Z,59cd263e3ad3963c706eed8a,2017-10-10T07:30:00.000Z,59cd263e3ad3963c706eed82,2017-10-10T05:00:00.000Z,59cd263e3ad3963c706eed7d,2017-10-11T20:59:41.000Z,59cd263e3ad3963c706eed8f,1,404,true,4,true
ObjectId(59cd263e3ad3963c706eee15),,Sat Sep 03 2016 07:30:00 GMT+0100 (GMT),"Tuboscope, Badentoy Road, Portlethen","-2.148702700000058,57.068941",Shell,Sat Sep 03 2016 19:00:00 GMT+0100 (GMT),"Shell, Torry Dock","-2.0774459838867188,57.1381022901656",1238,,2017-10-08T23:00:00.000Z,Various Pipe,1003149,Artic,0.3333333333333333,2017-10-11T10:02:39.000Z,2017-10-08T23:00:00.000Z,3,3,Shipping,EDRADOUR,FRDBSzEuTJreyPFhA,Shipping 470937,4cus6wt5ojQmn5G3Y,Brent Alpha - c/o Archer,M5JQtnFiBFtPPeRXR,2017-10-11T10:02:39.000Z,59cd263e3ad3963c706eed62,2017-10-09T11:25:00.000Z,59cd263e3ad3963c706eed5a,2017-10-09T05:00:00.000Z,59cd263e3ad3963c706eed55,2017-10-11T10:02:39.000Z,59cd263e3ad3963c706eed67,1,404,true,34,true
ObjectId(59cd263e3ad3963c706eee16),,Sat Sep 03 2016 07:30:00 GMT+0100 (GMT),"Tuboscope, Badentoy Road, Portlethen","-2.148702700000058,57.068941",Shell,Sat Sep 03 2016 19:00:00 GMT+0100 (GMT),"Shell, Torry Dock","-2.0774459838867188,57.1381022901656",1239,,2017-10-08T23:00:00.000Z,Various Pipe,1003149,Artic,0.3333333333333333,2017-10-11T11:38:21.000Z,2017-10-08T23:00:00.000Z,3,3,Shipping,EDRADOUR,FRDBSzEuTJreyPFhA,Shipping 470937,4cus6wt5ojQmn5G3Y,Brent Alpha - c/o Archer,v3CMzsimW4tEyCni5,2017-10-11T11:38:21.000Z,59cd263e3ad3963c706eed76,2017-10-09T17:00:00.000Z,59cd263e3ad3963c706eed6e,2017-10-09T11:25:00.000Z,59cd263e3ad3963c706eed69,2017-10-11T11:38:21.000Z,59cd263e3ad3963c706eed7b,1,404,true,67,true
ObjectId(59cd263e3ad3963c706eee17),,Sat Sep 03 2016 07:30:00 GMT+0100 (GMT),"Tuboscope, Badentoy Road, Portlethen","-2.148702700000058,57.068941",Shell,Sat Sep 03 2016 19:00:00 GMT+0100 (GMT),"Shell, Torry Dock","-2.0774459838867188,57.1381022901656",1240,,2017-10-08T23:00:00.000Z,Various Pipe,1003149,Artic,0.3333333333333333,2017-10-11T11:38:21.000Z,2017-10-08T23:00:00.000Z,3,3,Shipping,EDRADOUR,FRDBSzEuTJreyPFhA,Shipping 470937,4cus6wt5ojQmn5G3Y,Brent Alpha - c/o Archer,v3CMzsimW4tEyCni5,2017-10-11T11:38:21.000Z,59cd263e3ad3963c706eed76,2017-10-09T17:00:00.000Z,59cd263e3ad3963c706eed6e,2017-10-09T11:25:00.000Z,59cd263e3ad3963c706eed69,2017-10-11T11:38:21.000Z,59cd263e3ad3963c706eed7b,1,404,true,67,true
ObjectId(59cd263e3ad3963c706eee18),,Fri Sep 02 2016 16:00:00 GMT+0100 (GMT),Proserv Echt,"-2.418966293334961,57.13959259944466",BP,Fri Sep 02 2016 23:00:00 GMT+0100 (GMT),"ASCO, Albert Quay BP","-2.0829927921295166,57.14157764477307",1241,,2017-10-08T23:00:00.000Z,TCRT,1003310,Artic,1,2017-10-11T10:02:39.000Z,2017-10-08T23:00:00.000Z,1,1,Shipping,EDRADOUR,FRDBSzEuTJreyPFhA,Paul Strachan,4cus6wt5ojQmn5G3Y,Susan Littlejohn,M5JQtnFiBFtPPeRXR,2017-10-11T10:02:39.000Z,59cd263e3ad3963c706eed62,2017-10-09T11:25:00.000Z,59cd263e3ad3963c706eed5a,2017-10-09T05:00:00.000Z,59cd263e3ad3963c706eed55,2017-10-11T10:02:39.000Z,59cd263e3ad3963c706eed67,1,404,true,34,true
ObjectId(59cd263e3ad3963c706eee19),COR # MISC # GAS # SOL # OX # LIQ # INF,Fri Sep 02 2016 16:00:00 GMT+0100 (GMT),"Archer, Main Rd,Blackburn","-2.128300666809082,57.150849481304334",Shell,Fri Sep 02 2016 19:00:00 GMT+0100 (GMT),"Shell, Torry Dock","-2.0774459838867188,57.1381022901656",1242,,2017-10-08T23:00:00.000Z,BC - Mini (62854),1003146,Artic,0.125,2017-10-11T10:02:39.000Z,2017-10-08T23:00:00.000Z,8,2,Shipping,EDRADOUR,FRDBSzEuTJreyPFhA,Shipping 470937,4cus6wt5ojQmn5G3Y,Brent Alpha & Brent Charlie - John McGowan,M5JQtnFiBFtPPeRXR,2017-10-11T10:02:39.000Z,59cd263e3ad3963c706eed62,2017-10-09T11:25:00.000Z,59cd263e3ad3963c706eed5a,2017-10-09T05:00:00.000Z,59cd263e3ad3963c706eed55,2017-10-11T10:02:39.000Z,59cd263e3ad3963c706eed67,1,404,true,34,true
