_id/$oid,abilities,collect_from,collection,collection_geoloc,company,deliver_by,delivery,delivery_geoloc,id,info,inputItemEventDate/$date,item_name,job_id,list_of_vehicle_type,load_size,maxDate/$date,minDate/$date,nb_of_items_on_job,nb_of_vehicles,order_no,platform,platformKey,requested_by,scenarioKey,task_info,vessel,vesselArrivalEventDate/$date,vesselArrivalEventId,vesselDepartureEventDate/$date,vesselDepartureEventId,vesselLoadEventDate/$date,vesselLoadEventId,vesselUnloadEventDate/$date,vesselUnloadEventId
599c3dcd61b1661ce859fd38,,Sat Aug 20 2016 08:00:00 GMT+0100 (GMT),"Ramco Tubulars, Badentoy","-2.148702700000058,57.068941",BP,Sat Aug 20 2016 17:00:00 GMT+0100 (GMT),"ASCO, Albert Quay BP","-2.0829927921295166,57.14157764477307",21,DAB,2017-08-20T23:00:00.000Z,BUNDLE,1000976,Artic,0.021739130434782608,2017-08-24T17:35:46.000Z,2017-08-20T23:00:00.000Z,46,3,Shipping,ALBA,yw4tiBC7RinyYSBzd,Shippinh,DjC83iFkhCFpgG3pk,Yvonne Murray,,2017-08-24T17:25:46.000Z,599c3dcc61b1661ce859fc84,2017-08-21T11:05:00.000Z,599c3dcc61b1661ce859fc73,2017-08-21T10:35:00.000Z,599c3dcc61b1661ce859fc5b,2017-08-24T17:35:46.000Z,599c3dcd61b1661ce859fd0b
599c3dcd61b1661ce859fd39,,Sat Aug 20 2016 08:00:00 GMT+0100 (GMT),"Ramco Tubulars, Badentoy","-2.148702700000058,57.068941",BP,Sat Aug 20 2016 17:00:00 GMT+0100 (GMT),"ASCO, Albert Quay BP","-2.0829927921295166,57.14157764477307",22,DAB,2017-08-20T23:00:00.000Z,BUNDLE,1000976,Artic,0.021739130434782608,2017-08-24T07:14:22.000Z,2017-08-20T23:00:00.000Z,46,3,Shipping,ALBA,yw4tiBC7RinyYSBzd,Shippinh,DjC83iFkhCFpgG3pk,Yvonne Murray,,2017-08-24T06:54:22.000Z,599c3dcd61b1661ce859fcc5,2017-08-21T06:25:00.000Z,599c3dcc61b1661ce859fc71,2017-08-21T05:00:00.000Z,599c3dcc61b1661ce859fc6b,2017-08-24T07:14:22.000Z,599c3dcd61b1661ce859fd1e
599c3dcd61b1661ce859fd3a,,Sat Aug 20 2016 08:00:00 GMT+0100 (GMT),"Ramco Tubulars, Badentoy","-2.148702700000058,57.068941",BP,Sat Aug 20 2016 17:00:00 GMT+0100 (GMT),"ASCO, Albert Quay BP","-2.0829927921295166,57.14157764477307",23,DAB,2017-08-20T23:00:00.000Z,BUNDLE,1000976,Artic,0.021739130434782608,2017-08-22T19:14:12.000Z,2017-08-20T23:00:00.000Z,46,3,Shipping,ALBA,yw4tiBC7RinyYSBzd,Shippinh,DjC83iFkhCFpgG3pk,Yvonne Murray,,2017-08-22T19:04:12.000Z,599c3dcd61b1661ce859fcc4,2017-08-21T16:45:00.000Z,599c3dcc61b1661ce859fc7c,2017-08-21T16:10:00.000Z,599c3dcc61b1661ce859fc68,2017-08-22T19:14:12.000Z,599c3dcd61b1661ce859fcec
599c3dcd61b1661ce859fd3b,,Sat Aug 20 2016 08:00:00 GMT+0100 (GMT),"Ramco Tubulars, Badentoy","-2.148702700000058,57.068941",BP,Sat Aug 20 2016 17:00:00 GMT+0100 (GMT),"ASCO, Albert Quay BP","-2.0829927921295166,57.14157764477307",24,DAB,2017-08-20T23:00:00.000Z,BUNDLE,1000976,Artic,0.021739130434782608,2017-08-24T07:14:22.000Z,2017-08-20T23:00:00.000Z,46,3,Shipping,ALBA,yw4tiBC7RinyYSBzd,Shippinh,DjC83iFkhCFpgG3pk,Yvonne Murray,,2017-08-24T06:54:22.000Z,599c3dcd61b1661ce859fcc5,2017-08-21T06:25:00.000Z,599c3dcc61b1661ce859fc71,2017-08-21T05:00:00.000Z,599c3dcc61b1661ce859fc6b,2017-08-24T07:14:22.000Z,599c3dcd61b1661ce859fd1e
599c3dcd61b1661ce859fd3c,,Sat Aug 20 2016 08:00:00 GMT+0100 (GMT),"Ramco Tubulars, Badentoy","-2.148702700000058,57.068941",BP,Sat Aug 20 2016 17:00:00 GMT+0100 (GMT),"ASCO, Albert Quay BP","-2.0829927921295166,57.14157764477307",25,DAB,2017-08-20T23:00:00.000Z,BUNDLE,1000976,Artic,0.021739130434782608,2017-08-25T19:58:46.000Z,2017-08-20T23:00:00.000Z,46,3,Shipping,ALBA,yw4tiBC7RinyYSBzd,Shippinh,DjC83iFkhCFpgG3pk,Yvonne Murray,,2017-08-25T19:48:46.000Z,599c3dcd61b1661ce859fc97,2017-08-21T14:40:00.000Z,599c3dcc61b1661ce859fc6f,2017-08-21T14:00:00.000Z,599c3dcc61b1661ce859fc62,2017-08-25T19:58:46.000Z,599c3dcd61b1661ce859fd08
599c3dcd61b1661ce859fd3d,,Sat Aug 20 2016 08:00:00 GMT+0100 (GMT),"Ramco Tubulars, Badentoy","-2.148702700000058,57.068941",BP,Sat Aug 20 2016 17:00:00 GMT+0100 (GMT),"ASCO, Albert Quay BP","-2.0829927921295166,57.14157764477307",26,DAB,2017-08-20T23:00:00.000Z,BUNDLE,1000976,Artic,0.021739130434782608,2017-08-22T17:19:20.000Z,2017-08-20T23:00:00.000Z,46,3,Shipping,ALBA,yw4tiBC7RinyYSBzd,Shippinh,DjC83iFkhCFpgG3pk,Yvonne Murray,,2017-08-22T17:09:20.000Z,599c3dcd61b1661ce859fca0,2017-08-21T13:20:00.000Z,599c3dcc61b1661ce859fc79,2017-08-21T12:50:00.000Z,599c3dcc61b1661ce859fc61,2017-08-22T17:19:20.000Z,599c3dcd61b1661ce859fd14
599c3dcd61b1661ce859fd3e,,Sat Aug 20 2016 08:00:00 GMT+0100 (GMT),"Ramco Tubulars, Badentoy","-2.148702700000058,57.068941",BP,Sat Aug 20 2016 17:00:00 GMT+0100 (GMT),"ASCO, Albert Quay BP","-2.0829927921295166,57.14157764477307",27,DAB,2017-08-20T23:00:00.000Z,BUNDLE,1000976,Artic,0.021739130434782608,2017-08-25T20:08:46.000Z,2017-08-20T23:00:00.000Z,46,3,Shipping,ALBA,yw4tiBC7RinyYSBzd,Shippinh,DjC83iFkhCFpgG3pk,Yvonne Murray,,2017-08-25T19:58:46.000Z,599c3dcd61b1661ce859fcbc,2017-08-21T15:30:00.000Z,599c3dcc61b1661ce859fc7e,2017-08-21T14:40:00.000Z,599c3dcc61b1661ce859fc5c,2017-08-25T20:08:46.000Z,599c3dcd61b1661ce859fd18
599c3dcd61b1661ce859fd3f,,Sat Aug 20 2016 08:00:00 GMT+0100 (GMT),"Ramco Tubulars, Badentoy","-2.148702700000058,57.068941",BP,Sat Aug 20 2016 17:00:00 GMT+0100 (GMT),"ASCO, Albert Quay BP","-2.0829927921295166,57.14157764477307",28,DAB,2017-08-20T23:00:00.000Z,BUNDLE,1000976,Artic,0.021739130434782608,2017-08-24T17:25:46.000Z,2017-08-20T23:00:00.000Z,46,3,Shipping,ALBA,yw4tiBC7RinyYSBzd,Shippinh,DjC83iFkhCFpgG3pk,Yvonne Murray,,2017-08-24T17:15:46.000Z,599c3dcd61b1661ce859fc9e,2017-08-21T10:35:00.000Z,599c3dcc61b1661ce859fc6e,2017-08-21T09:55:00.000Z,599c3dcc61b1661ce859fc5f,2017-08-24T17:25:46.000Z,599c3dcd61b1661ce859fcd6
599c3dcd61b1661ce859fd40,,Sat Aug 20 2016 08:00:00 GMT+0100 (GMT),"Ramco Tubulars, Badentoy","-2.148702700000058,57.068941",BP,Sat Aug 20 2016 17:00:00 GMT+0100 (GMT),"ASCO, Albert Quay BP","-2.0829927921295166,57.14157764477307",29,DAB,2017-08-20T23:00:00.000Z,BUNDLE,1000976,Artic,0.021739130434782608,2017-08-23T05:20:00.000Z,2017-08-20T23:00:00.000Z,46,3,Shipping,ALBA,yw4tiBC7RinyYSBzd,Shippinh,DjC83iFkhCFpgG3pk,Yvonne Murray,,2017-08-23T05:00:00.000Z,599c3dcd61b1661ce859fc9b,2017-08-22T05:40:00.000Z,599c3dcc61b1661ce859fc76,2017-08-22T05:00:00.000Z,599c3dcc61b1661ce859fc69,2017-08-23T05:20:00.000Z,599c3dcd61b1661ce859fd06
599c3dcd61b1661ce859fd41,,Sat Aug 20 2016 08:00:00 GMT+0100 (GMT),"Ramco Tubulars, Badentoy","-2.148702700000058,57.068941",BP,Sat Aug 20 2016 17:00:00 GMT+0100 (GMT),"ASCO, Albert Quay BP","-2.0829927921295166,57.14157764477307",30,DAB,2017-08-20T23:00:00.000Z,BUNDLE,1000976,Artic,0.021739130434782608,2017-08-24T17:15:46.000Z,2017-08-20T23:00:00.000Z,46,3,Shipping,ALBA,yw4tiBC7RinyYSBzd,Shippinh,DjC83iFkhCFpgG3pk,Yvonne Murray,,2017-08-24T17:05:46.000Z,599c3dcd61b1661ce859fccb,2017-08-21T08:40:00.000Z,599c3dcc61b1661ce859fc77,2017-08-21T07:50:00.000Z,599c3dcc61b1661ce859fc6c,2017-08-24T17:15:46.000Z,599c3dcd61b1661ce859fcf5
